timestamp,room,device,power_watts,temperature,humidity,is_device_on,hour,day_of_week,month,day,is_weekend,date,energy_kwh,time_period,room_encoded,device_encoded
2025-10-24 20:45:00,Bathroom,Lights,45.7,35.6,90.1,1,20,4,10,24,0,2025-10-24,0.0114,Evening,0,3
2025-10-24 20:45:00,Bathroom,Heater,1568.0,37.3,93.1,1,20,4,10,24,0,2025-10-24,0.392,Evening,0,2
2025-10-24 21:00:00,Living Room,AC,50.0,18.0,45.0,0,21,4,10,24,0,2025-10-24,0.0125,Evening,3,0
2025-10-24 21:00:00,Living Room,Fan,5.0,14.8,51.0,0,21,4,10,24,0,2025-10-24,0.0012,Evening,3,1
2025-10-24 21:00:00,Living Room,Lights,2.0,17.4,38.0,0,21,4,10,24,0,2025-10-24,0.0005,Evening,3,3
2025-10-24 21:00:00,Bedroom,AC,50.0,15.4,50.5,0,21,4,10,24,0,2025-10-24,0.0125,Evening,1,0
2025-10-24 21:00:00,Bedroom,Fan,5.0,14.5,52.7,0,21,4,10,24,0,2025-10-24,0.0012,Evening,1,1
2025-10-24 21:00:00,Bedroom,Lights,2.0,16.5,46.2,0,21,4,10,24,0,2025-10-24,0.0005,Evening,1,3
2025-10-24 21:00:00,Kitchen,Lights,75.8,20.4,47.9,1,21,4,10,24,0,2025-10-24,0.0189,Evening,2,3
2025-10-24 21:00:00,Kitchen,Heater,2142.9,18.6,65.2,1,21,4,10,24,0,2025-10-24,0.5357,Evening,2,2
2025-10-24 21:00:00,Office,AC,50.0,18.7,43.5,0,21,4,10,24,0,2025-10-24,0.0125,Evening,4,0
2025-10-24 21:00:00,Office,Fan,5.0,15.7,44.8,0,21,4,10,24,0,2025-10-24,0.0012,Evening,4,1
2025-10-24 21:00:00,Office,Lights,71.3,18.7,38.5,1,21,4,10,24,0,2025-10-24,0.0178,Evening,4,3
2025-10-24 21:00:00,Bathroom,Lights,45.7,19.3,58.4,1,21,4,10,24,0,2025-10-24,0.0114,Evening,0,3
2025-10-24 21:00:00,Bathroom,Heater,1493.0,16.4,69.8,1,21,4,10,24,0,2025-10-24,0.3733,Evening,0,2
2025-10-24 21:15:00,Living Room,AC,1560.3,28.6,83.8,1,21,4,10,24,0,2025-10-24,0.3901,Evening,3,0
2025-10-24 21:15:00,Living Room,Fan,73.1,29.0,86.3,1,21,4,10,24,0,2025-10-24,0.0183,Evening,3,1
2025-10-24 21:15:00,Living Room,Lights,2.0,29.4,72.4,0,21,4,10,24,0,2025-10-24,0.0005,Evening,3,3
2025-10-24 21:15:00,Bedroom,AC,1222.6,25.7,83.3,1,21,4,10,24,0,2025-10-24,0.3056,Evening,1,0
2025-10-24 21:15:00,Bedroom,Fan,65.4,26.8,88.4,1,21,4,10,24,0,2025-10-24,0.0164,Evening,1,1
2025-10-24 21:15:00,Bedroom,Lights,53.0,26.4,74.9,1,21,4,10,24,0,2025-10-24,0.0132,Evening,1,3
2025-10-24 21:15:00,Kitchen,Lights,78.5,31.8,80.5,1,21,4,10,24,0,2025-10-24,0.0196,Evening,2,3
2025-10-24 21:15:00,Kitchen,Heater,2224.2,29.7,84.7,1,21,4,10,24,0,2025-10-24,0.556,Evening,2,2
2025-10-24 21:15:00,Office,AC,1510.8,28.2,73.5,1,21,4,10,24,0,2025-10-24,0.3777,Evening,4,0
2025-10-24 21:15:00,Office,Fan,67.3,28.3,82.7,1,21,4,10,24,0,2025-10-24,0.0168,Evening,4,1
2025-10-24 21:15:00,Office,Lights,2.0,28.2,72.0,0,21,4,10,24,0,2025-10-24,0.0005,Evening,4,3
2025-10-24 21:15:00,Bathroom,Lights,40.4,30.7,88.9,1,21,4,10,24,0,2025-10-24,0.0101,Evening,0,3
2025-10-24 21:15:00,Bathroom,Heater,1717.8,28.1,91.1,1,21,4,10,24,0,2025-10-24,0.4294,Evening,0,2
2025-10-24 21:30:00,Living Room,AC,1436.3,27.3,68.4,1,21,4,10,24,0,2025-10-24,0.3591,Evening,3,0
2025-10-24 21:30:00,Living Room,Fan,5.0,28.0,62.5,0,21,4,10,24,0,2025-10-24,0.0012,Evening,3,1
2025-10-24 21:30:00,Living Room,Lights,51.9,27.1,58.8,1,21,4,10,24,0,2025-10-24,0.013,Evening,3,3
2025-10-24 21:30:00,Bedroom,AC,1238.2,25.5,70.8,1,21,4,10,24,0,2025-10-24,0.3096,Evening,1,0
2025-10-24 21:30:00,Bedroom,Fan,65.5,27.2,67.2,1,21,4,10,24,0,2025-10-24,0.0164,Evening,1,1
2025-10-24 21:30:00,Bedroom,Lights,2.0,24.8,66.7,0,21,4,10,24,0,2025-10-24,0.0005,Evening,1,3
2025-10-24 21:30:00,Kitchen,Lights,73.2,30.8,70.0,1,21,4,10,24,0,2025-10-24,0.0183,Evening,2,3
2025-10-24 21:30:00,Kitchen,Heater,1754.3,33.0,68.3,1,21,4,10,24,0,2025-10-24,0.4386,Evening,2,2
2025-10-24 21:30:00,Office,AC,50.0,27.3,63.9,0,21,4,10,24,0,2025-10-24,0.0125,Evening,4,0
2025-10-24 21:30:00,Office,Fan,5.0,28.0,56.3,0,21,4,10,24,0,2025-10-24,0.0012,Evening,4,1
2025-10-24 21:30:00,Office,Lights,2.0,27.5,58.4,0,21,4,10,24,0,2025-10-24,0.0005,Evening,4,3
2025-10-24 21:30:00,Bathroom,Lights,39.7,27.8,78.7,1,21,4,10,24,0,2025-10-24,0.0099,Evening,0,3
2025-10-24 21:30:00,Bathroom,Heater,10.0,31.3,78.5,0,21,4,10,24,0,2025-10-24,0.0025,Evening,0,2
2025-10-24 21:45:00,Living Room,AC,50.0,26.0,55.3,0,21,4,10,24,0,2025-10-24,0.0125,Evening,3,0
2025-10-24 21:45:00,Living Room,Fan,66.1,30.5,55.7,1,21,4,10,24,0,2025-10-24,0.0165,Evening,3,1
2025-10-24 21:45:00,Living Room,Lights,63.4,29.0,48.6,1,21,4,10,24,0,2025-10-24,0.0158,Evening,3,3
2025-10-24 21:45:00,Bedroom,AC,50.0,25.6,56.7,0,21,4,10,24,0,2025-10-24,0.0125,Evening,1,0
2025-10-24 21:45:00,Bedroom,Fan,5.0,27.4,57.1,0,21,4,10,24,0,2025-10-24,0.0012,Evening,1,1
2025-10-24 21:45:00,Bedroom,Lights,54.4,26.3,50.9,1,21,4,10,24,0,2025-10-24,0.0136,Evening,1,3
2025-10-24 21:45:00,Kitchen,Lights,66.7,31.8,57.3,1,21,4,10,24,0,2025-10-24,0.0167,Evening,2,3
2025-10-24 21:45:00,Kitchen,Heater,2134.9,32.1,54.1,1,21,4,10,24,0,2025-10-24,0.5337,Evening,2,2
2025-10-24 21:45:00,Office,AC,50.0,27.8,49.3,0,21,4,10,24,0,2025-10-24,0.0125,Evening,4,0
2025-10-24 21:45:00,Office,Fan,5.0,29.7,49.0,0,21,4,10,24,0,2025-10-24,0.0012,Evening,4,1
2025-10-24 21:45:00,Office,Lights,72.0,28.8,43.3,1,21,4,10,24,0,2025-10-24,0.018,Evening,4,3
2025-10-24 21:45:00,Bathroom,Lights,36.0,30.8,63.4,1,21,4,10,24,0,2025-10-24,0.009,Evening,0,3
2025-10-24 21:45:00,Bathroom,Heater,10.0,30.5,65.3,0,21,4,10,24,0,2025-10-24,0.0025,Evening,0,2
2025-10-24 22:00:00,Living Room,AC,50.0,22.5,69.6,0,22,4,10,24,0,2025-10-24,0.0125,Night,3,0
2025-10-24 22:00:00,Living Room,Fan,81.5,23.0,63.7,1,22,4,10,24,0,2025-10-24,0.0204,Night,3,1
2025-10-24 22:00:00,Living Room,Lights,59.1,23.1,60.1,1,22,4,10,24,0,2025-10-24,0.0148,Night,3,3
2025-10-24 22:00:00,Bedroom,AC,1263.2,21.1,68.0,1,22,4,10,24,0,2025-10-24,0.3158,Night,1,0
2025-10-24 22:00:00,Bedroom,Fan,83.9,22.4,63.5,1,22,4,10,24,0,2025-10-24,0.021,Night,1,1
2025-10-24 22:00:00,Bedroom,Lights,2.0,21.7,63.4,0,22,4,10,24,0,2025-10-24,0.0005,Night,1,3
2025-10-24 22:00:00,Kitchen,Lights,2.0,27.4,72.1,0,22,4,10,24,0,2025-10-24,0.0005,Night,2,3
2025-10-24 22:00:00,Kitchen,Heater,10.0,24.8,77.0,0,22,4,10,24,0,2025-10-24,0.0025,Night,2,2
2025-10-24 22:00:00,Office,AC,50.0,23.4,61.8,0,22,4,10,24,0,2025-10-24,0.0125,Night,4,0
2025-10-24 22:00:00,Office,Fan,72.1,23.9,59.6,1,22,4,10,24,0,2025-10-24,0.018,Night,4,1
2025-10-24 22:00:00,Office,Lights,85.5,24.1,59.8,1,22,4,10,24,0,2025-10-24,0.0214,Night,4,3
2025-10-24 22:00:00,Bathroom,Lights,43.0,23.4,76.3,1,22,4,10,24,0,2025-10-24,0.0107,Night,0,3
2025-10-24 22:00:00,Bathroom,Heater,10.0,23.3,86.6,0,22,4,10,24,0,2025-10-24,0.0025,Night,0,2
2025-10-24 22:15:00,Living Room,AC,1570.8,32.1,79.2,1,22,4,10,24,0,2025-10-24,0.3927,Night,3,0
2025-10-24 22:15:00,Living Room,Fan,5.0,31.1,85.8,0,22,4,10,24,0,2025-10-24,0.0012,Night,3,1
2025-10-24 22:15:00,Living Room,Lights,58.2,32.1,83.4,1,22,4,10,24,0,2025-10-24,0.0146,Night,3,3
2025-10-24 22:15:00,Bedroom,AC,1402.9,31.4,83.0,1,22,4,10,24,0,2025-10-24,0.3507,Night,1,0
2025-10-24 22:15:00,Bedroom,Fan,79.1,30.7,84.9,1,22,4,10,24,0,2025-10-24,0.0198,Night,1,1
2025-10-24 22:15:00,Bedroom,Lights,2.0,30.4,88.5,0,22,4,10,24,0,2025-10-24,0.0005,Night,1,3
2025-10-24 22:15:00,Kitchen,Lights,71.4,34.7,93.8,1,22,4,10,24,0,2025-10-24,0.0178,Night,2,3
2025-10-24 22:15:00,Kitchen,Heater,10.0,36.7,82.2,0,22,4,10,24,0,2025-10-24,0.0025,Night,2,2
2025-10-24 22:15:00,Office,AC,50.0,32.9,73.4,0,22,4,10,24,0,2025-10-24,0.0125,Night,4,0
2025-10-24 22:15:00,Office,Fan,71.1,31.5,78.6,1,22,4,10,24,0,2025-10-24,0.0178,Night,4,1
2025-10-24 22:15:00,Office,Lights,82.1,32.1,79.3,1,22,4,10,24,0,2025-10-24,0.0205,Night,4,3
2025-10-24 22:15:00,Bathroom,Lights,2.0,34.2,95.0,0,22,4,10,24,0,2025-10-24,0.0005,Night,0,3
2025-10-24 22:15:00,Bathroom,Heater,10.0,35.5,84.3,0,22,4,10,24,0,2025-10-24,0.0025,Night,0,2
2025-10-24 22:30:00,Living Room,AC,50.0,28.0,78.5,0,22,4,10,24,0,2025-10-24,0.0125,Night,3,0
2025-10-24 22:30:00,Living Room,Fan,5.0,28.8,89.5,0,22,4,10,24,0,2025-10-24,0.0012,Night,3,1
2025-10-24 22:30:00,Living Room,Lights,2.0,29.5,84.1,0,22,4,10,24,0,2025-10-24,0.0005,Night,3,3
2025-10-24 22:30:00,Bedroom,AC,50.0,26.4,79.0,0,22,4,10,24,0,2025-10-24,0.0125,Night,1,0
2025-10-24 22:30:00,Bedroom,Fan,5.0,27.2,92.2,0,22,4,10,24,0,2025-10-24,0.0012,Night,1,1
2025-10-24 22:30:00,Bedroom,Lights,2.0,26.5,89.1,0,22,4,10,24,0,2025-10-24,0.0005,Night,1,3
2025-10-24 22:30:00,Kitchen,Lights,2.0,32.4,92.8,0,22,4,10,24,0,2025-10-24,0.0005,Night,2,3
2025-10-24 22:30:00,Kitchen,Heater,10.0,33.2,88.1,0,22,4,10,24,0,2025-10-24,0.0025,Night,2,2
2025-10-24 22:30:00,Office,AC,50.0,27.7,72.2,0,22,4,10,24,0,2025-10-24,0.0125,Night,4,0
2025-10-24 22:30:00,Office,Fan,5.0,29.2,83.6,0,22,4,10,24,0,2025-10-24,0.0012,Night,4,1
2025-10-24 22:30:00,Office,Lights,2.0,28.9,79.0,0,22,4,10,24,0,2025-10-24,0.0005,Night,4,3
2025-10-24 22:30:00,Bathroom,Lights,2.0,29.6,95.0,0,22,4,10,24,0,2025-10-24,0.0005,Night,0,3
2025-10-24 22:30:00,Bathroom,Heater,10.0,31.5,95.0,0,22,4,10,24,0,2025-10-24,0.0025,Night,0,2
2025-10-24 22:45:00,Living Room,AC,50.0,21.4,56.4,0,22,4,10,24,0,2025-10-24,0.0125,Night,3,0
2025-10-24 22:45:00,Living Room,Fan,5.0,19.2,56.4,0,22,4,10,24,0,2025-10-24,0.0012,Night,3,1
2025-10-24 22:45:00,Living Room,Lights,64.5,21.8,54.6,1,22,4,10,24,0,2025-10-24,0.0161,Night,3,3
2025-10-24 22:45:00,Bedroom,AC,50.0,18.4,59.4,0,22,4,10,24,0,2025-10-24,0.0125,Night,1,0
2025-10-24 22:45:00,Bedroom,Fan,5.0,16.8,58.7,0,22,4,10,24,0,2025-10-24,0.0012,Night,1,1
2025-10-24 22:45:00,Bedroom,Lights,52.5,19.6,59.1,1,22,4,10,24,0,2025-10-24,0.0131,Night,1,3
2025-10-24 22:45:00,Kitchen,Lights,65.5,23.7,64.3,1,22,4,10,24,0,2025-10-24,0.0164,Night,2,3
2025-10-24 22:45:00,Kitchen,Heater,10.0,25.0,60.0,0,22,4,10,24,0,2025-10-24,0.0025,Night,2,2
2025-10-24 22:45:00,Office,AC,50.0,20.9,52.8,0,22,4,10,24,0,2025-10-24,0.0125,Night,4,0
2025-10-24 22:45:00,Office,Fan,5.0,19.7,47.3,0,22,4,10,24,0,2025-10-24,0.0012,Night,4,1
2025-10-24 22:45:00,Office,Lights,2.0,20.7,49.6,0,22,4,10,24,0,2025-10-24,0.0005,Night,4,3
2025-10-24 22:45:00,Bathroom,Lights,40.4,22.2,73.0,1,22,4,10,24,0,2025-10-24,0.0101,Night,0,3
2025-10-24 22:45:00,Bathroom,Heater,10.0,22.2,66.0,0,22,4,10,24,0,2025-10-24,0.0025,Night,0,2
2025-10-24 23:00:00,Living Room,AC,50.0,9.2,58.4,0,23,4,10,24,0,2025-10-24,0.0125,Night,3,0
2025-10-24 23:00:00,Living Room,Fan,5.0,10.6,53.0,0,23,4,10,24,0,2025-10-24,0.0012,Night,3,1
2025-10-24 23:00:00,Living Room,Lights,57.2,12.1,51.1,1,23,4,10,24,0,2025-10-24,0.0143,Night,3,3
