date,room,device,total_kwh,avg_power,max_power,avg_temperature,avg_humidity,active_readings,total_readings,usage_rate
2025-10-27,Living Room,Fan,0.8707,36.395833333333336,85.5,27.56041666666667,60.78854166666667,43,96,0.448
2025-10-27,Living Room,Lights,0.627,26.131249999999998,69.0,27.457291666666666,60.17083333333333,40,96,0.417
2025-10-27,Office,AC,14.911,621.3000000000001,1809.8,27.54479166666667,56.26770833333333,36,96,0.375
2025-10-27,Office,Fan,0.8376,35.01145833333333,86.1,27.472916666666666,55.62916666666666,40,96,0.417
2025-10-27,Office,Lights,0.9529,39.702083333333334,88.9,27.358333333333334,54.875,48,96,0.5
2025-10-28,Bathroom,Heater,6.4923,270.50937500000003,1830.3,27.632291666666664,71.328125,16,96,0.167
2025-10-28,Bathroom,Lights,0.4882,20.351041666666667,48.3,27.598958333333332,70.17291666666667,43,96,0.448
2025-10-28,Bedroom,AC,18.1831,757.640625,1546.9,24.663541666666664,59.665625,51,96,0.531
2025-10-28,Bedroom,Fan,0.5848,24.509375000000002,85.8,24.708333333333332,58.552083333333336,26,96,0.271
2025-10-28,Bedroom,Lights,0.4707,19.617708333333333,55.1,24.609375,58.365625,36,96,0.375
2025-10-28,Kitchen,Heater,14.0718,586.3260416666666,2296.2,29.521874999999998,64.75729166666666,27,96,0.281
2025-10-28,Kitchen,Lights,1.1219000000000001,46.73333333333333,82.6,29.663541666666664,63.61354166666666,62,96,0.646
2025-10-28,Living Room,AC,14.5525,606.3541666666666,1715.3,26.618750000000002,56.92604166666666,38,96,0.396
2025-10-28,Living Room,Fan,0.99,41.36770833333333,85.9,26.615624999999998,56.21041666666667,49,96,0.51
2025-10-28,Living Room,Lights,0.7121,29.666666666666668,68.7,26.483333333333334,55.543749999999996,46,96,0.479
2025-10-28,Office,AC,13.6133,567.2125,1790.2,26.791666666666668,52.135416666666664,33,96,0.344
2025-10-28,Office,Fan,0.9116,38.081250000000004,86.2,26.684375,51.30625,46,96,0.479
2025-10-28,Office,Lights,1.0911,45.465624999999996,89.4,26.633333333333336,50.338541666666664,54,96,0.562
2025-10-29,Bathroom,Heater,4.4851,186.87812499999998,1791.5,28.277083333333334,72.40520833333333,11,96,0.115
2025-10-29,Bathroom,Lights,0.4468,18.618750000000002,48.0,28.631249999999998,72.09166666666667,39,96,0.406
2025-10-29,Bedroom,AC,18.9669,790.2947916666667,1545.0,25.248958333333334,60.746874999999996,54,96,0.562
2025-10-29,Bedroom,Fan,0.5710999999999999,23.93958333333333,83.0,25.305208333333336,59.932291666666664,26,96,0.271
2025-10-29,Bedroom,Lights,0.4263,17.765625,54.2,25.464583333333334,60.427083333333336,33,96,0.344
2025-10-29,Kitchen,Heater,14.6932,612.2145833333333,2278.6,30.210416666666664,65.33645833333334,29,96,0.302
2025-10-29,Kitchen,Lights,1.0118,42.1625,82.1,30.566666666666666,65.02291666666666,54,96,0.562
2025-10-29,Living Room,AC,17.2039,716.8239583333334,1723.4,27.328125,57.479166666666664,44,96,0.458
2025-10-29,Living Room,Fan,0.6692,28.035416666666666,84.7,27.385416666666668,56.721875000000004,31,96,0.323
2025-10-29,Living Room,Lights,0.7075,29.478125000000002,69.0,27.489583333333332,57.09270833333333,46,96,0.479
2025-10-29,Office,AC,13.9061,579.4229166666667,1810.1,27.315625,52.53020833333333,34,96,0.354
2025-10-29,Office,Fan,0.7716,32.25833333333333,85.5,27.34583333333333,52.05416666666667,38,96,0.396
2025-10-29,Office,Lights,0.9461,39.41458333333333,89.7,27.570833333333336,52.16770833333334,47,96,0.49
2025-10-30,Bathroom,Heater,8.4811,353.37604166666665,1817.2,27.68541666666667,71.63958333333333,21,96,0.219
2025-10-30,Bathroom,Lights,0.3619,15.078125,47.8,27.602083333333336,72.71875,32,96,0.333
2025-10-30,Bedroom,AC,18.1152,754.796875,1550.8,24.70625,59.93125,52,96,0.542
2025-10-30,Bedroom,Fan,0.4802,20.164583333333333,84.3,24.617708333333336,59.340624999999996,21,96,0.219
2025-10-30,Bedroom,Lights,0.331,13.793750000000001,55.1,24.615624999999998,60.82708333333333,24,96,0.25
2025-10-30,Kitchen,Heater,14.2171,592.3802083333334,2287.2,29.722916666666666,65.24270833333334,28,96,0.292
2025-10-30,Kitchen,Lights,0.8922,37.19166666666667,82.3,29.773958333333336,65.83125,49,96,0.51
2025-10-30,Living Room,AC,17.8124,742.1854166666667,1725.0,26.596875,56.71979166666667,46,96,0.479
2025-10-30,Living Room,Fan,0.7563,31.625,85.4,26.509375000000002,56.64270833333333,37,96,0.385
2025-10-30,Living Room,Lights,0.5036,20.988541666666666,67.8,26.785416666666666,57.33229166666666,31,96,0.323
2025-10-30,Office,AC,16.4522,685.5104166666666,1797.1,26.602083333333336,51.666666666666664,40,96,0.417
2025-10-30,Office,Fan,0.8418,35.16770833333333,85.3,26.59375,51.59270833333333,41,96,0.427
2025-10-30,Office,Lights,0.9355,38.983333333333334,89.4,26.64375,52.35208333333333,47,96,0.49
2025-10-31,Bathroom,Heater,6.5049,271.0385416666667,1800.3,28.927083333333332,71.91145833333333,16,96,0.167
2025-10-31,Bathroom,Lights,0.4635,19.320833333333333,47.7,28.757291666666664,72.79375,42,96,0.438
2025-10-31,Bedroom,AC,20.5606,856.6906250000001,1548.9,25.920833333333334,59.771875,60,96,0.625
2025-10-31,Bedroom,Fan,0.6895,28.870833333333334,86.2,25.805208333333336,61.44375,32,96,0.333
2025-10-31,Bedroom,Lights,0.3678,15.330208333333333,54.9,25.75,60.90208333333334,28,96,0.292
2025-10-31,Kitchen,Heater,14.1668,590.2729166666667,2293.4,30.755208333333332,64.96979166666667,28,96,0.292
2025-10-31,Kitchen,Lights,1.0696,44.571875,82.8,30.695833333333336,65.79375,57,96,0.594
2025-10-31,Living Room,AC,16.1171,671.546875,1694.2,27.92395833333333,56.646875,41,96,0.427
2025-10-31,Living Room,Fan,1.0087,42.123958333333334,85.7,27.84375,58.67916666666667,50,96,0.521
2025-10-31,Living Room,Lights,0.681,28.37708333333333,69.0,27.703125,57.49583333333334,43,96,0.448
2025-10-31,Office,AC,17.1254,713.5614583333332,1810.9,27.717708333333334,51.692708333333336,42,96,0.438
2025-10-31,Office,Fan,0.8322999999999999,34.786458333333336,85.8,27.852083333333336,53.56666666666666,41,96,0.427
2025-10-31,Office,Lights,0.9677,40.32395833333333,89.5,27.754166666666666,52.73020833333334,48,96,0.5
2025-11-01,Bathroom,Heater,5.0019,208.415625,1779.2,23.28333333333333,74.36874999999999,12,96,0.125
2025-11-01,Bathroom,Lights,0.5057,21.075,48.2,23.152083333333334,75.04375,47,96,0.49
2025-11-01,Bedroom,AC,14.985,624.3874999999999,1546.6,20.476041666666667,63.00625,43,96,0.448
2025-11-01,Bedroom,Fan,0.6408,26.833333333333332,86.2,20.492708333333333,62.112500000000004,30,96,0.312
2025-11-01,Bedroom,Lights,0.4567,19.0125,54.3,20.088541666666668,63.31875,35,96,0.365
2025-11-01,Kitchen,Heater,10.132,422.16875,2225.6,25.382291666666664,67.93020833333334,20,96,0.208
2025-11-01,Kitchen,Lights,1.0388,43.27708333333334,82.6,25.180208333333336,68.68541666666667,57,96,0.594
2025-11-01,Living Room,AC,9.4372,393.21458333333334,1722.7,22.567708333333332,60.625,23,96,0.24
2025-11-01,Living Room,Fan,0.924,38.606249999999996,85.5,22.284375,59.32395833333334,46,96,0.479
2025-11-01,Living Room,Lights,0.6093000000000001,25.40416666666667,69.0,22.09166666666667,60.47083333333333,38,96,0.396
2025-11-01,Office,AC,11.9284,497.0104166666667,1808.6,22.363541666666666,55.27291666666667,28,96,0.292
2025-11-01,Office,Fan,0.7757999999999999,32.45104166666667,86.1,22.39270833333333,53.880208333333336,37,96,0.385
2025-11-01,Office,Lights,1.0212,42.553125,88.6,22.136458333333334,55.725,53,96,0.552
2025-11-02,Bathroom,Heater,7.0644,294.3489583333333,1831.1,23.342708333333334,70.28645833333333,17,96,0.177
2025-11-02,Bathroom,Lights,0.4915,20.494791666666668,48.2,23.15833333333333,71.87708333333333,44,96,0.458
2025-11-02,Bedroom,AC,14.9069,621.1104166666667,1549.4,20.273958333333333,60.770833333333336,42,96,0.438
2025-11-02,Bedroom,Fan,0.4778,20.064583333333335,85.3,20.15625,59.75208333333333,21,96,0.219
2025-11-02,Bedroom,Lights,0.4567,19.036458333333332,54.6,20.144791666666666,60.28854166666667,35,96,0.365
2025-11-02,Kitchen,Heater,14.3356,597.30625,2275.8,25.336458333333336,63.76354166666667,28,96,0.292
2025-11-02,Kitchen,Lights,1.0193,42.44895833333333,82.1,25.265625,65.34270833333333,55,96,0.573
2025-11-02,Living Room,AC,10.7468,447.796875,1693.0,22.155208333333334,57.675000000000004,27,96,0.281
2025-11-02,Living Room,Fan,0.7671,32.07604166666667,86.2,22.171875,56.878125000000004,37,96,0.385
2025-11-02,Living Room,Lights,0.7388,30.78333333333333,68.5,22.165625000000002,57.06979166666667,48,96,0.5
2025-11-02,Office,AC,9.9944,416.43645833333335,1788.3,22.245833333333334,52.84791666666666,23,96,0.24
2025-11-02,Office,Fan,0.8308,34.725,86.2,22.118750000000002,52.00416666666666,40,96,0.417
2025-11-02,Office,Lights,0.8943,37.260416666666664,89.2,22.119791666666668,51.74375,45,96,0.469
2025-11-03,Bathroom,Heater,6.7537,281.40625,1837.6,23.056250000000002,71.64687500000001,16,96,0.167
2025-11-03,Bathroom,Lights,0.5276,21.983333333333334,48.2,23.119791666666668,72.21979166666667,47,96,0.49
2025-11-03,Bedroom,AC,16.5629,690.1281250000001,1549.4,20.114583333333332,60.28541666666666,48,96,0.5
2025-11-03,Bedroom,Fan,0.6917,28.943749999999998,86.1,20.145833333333332,59.74166666666667,34,96,0.354
2025-11-03,Bedroom,Lights,0.4914,20.46875,54.9,20.094791666666666,60.840624999999996,39,96,0.406
2025-11-03,Kitchen,Heater,12.9594,539.978125,2244.6,25.115624999999998,64.653125,25,96,0.26
2025-11-03,Kitchen,Lights,1.053,43.87916666666666,82.6,25.005208333333332,65.97812499999999,58,96,0.604
2025-11-03,Living Room,AC,14.311300000000001,596.3125,1724.2,22.125,57.6625,35,96,0.365
2025-11-03,Living Room,Fan,0.8533,35.64895833333333,85.3,22.082291666666666,56.896875,43,96,0.448
2025-11-03,Living Room,Lights,0.6995,29.140625,68.9,22.140625,57.95729166666666,45,96,0.469
2025-11-03,Office,AC,10.1411,422.54583333333335,1780.9,22.10729166666667,52.35104166666667,24,96,0.25
2025-11-03,Office,Fan,0.8387,35.04270833333333,85.6,22.144791666666666,52.28229166666667,41,96,0.427
2025-11-03,Office,Lights,0.973,40.541666666666664,89.6,22.17395833333333,53.00729166666667,49,96,0.51
2025-11-04,Bathroom,Heater,7.3629,306.79375,1834.1,22.40625,71.82291666666667,18,96,0.188
2025-11-04,Bathroom,Lights,0.49019999999999997,20.429166666666667,48.3,22.426041666666666,70.98645833333333,44,96,0.458
2025-11-04,Bedroom,AC,17.8767,744.8625000000001,1528.0,19.367708333333333,61.48854166666666,51,96,0.531
2025-11-04,Bedroom,Fan,0.6137,25.7,86.1,19.306250000000002,60.010416666666664,28,96,0.292
2025-11-04,Bedroom,Lights,0.3751,15.63125,54.7,19.423958333333335,59.684374999999996,28,96,0.292
2025-11-04,Kitchen,Heater,11.4005,475.0208333333333,2290.5,24.401041666666668,64.746875,22,96,0.229
2025-11-04,Kitchen,Lights,0.9943,41.434374999999996,82.8,24.351041666666664,64.60208333333334,53,96,0.552
2025-11-04,Living Room,AC,12.6325,526.3468750000001,1720.8,21.189583333333335,58.25625,32,96,0.333
2025-11-04,Living Room,Fan,0.9211,38.478125,86.2,21.319791666666667,57.286458333333336,46,96,0.479
2025-11-04,Living Room,Lights,0.6629,27.618750000000002,69.0,21.3625,56.604166666666664,42,96,0.438
2025-11-04,Office,AC,10.3716,432.14687499999997,1792.6,21.28125,52.86875,24,96,0.25
2025-11-04,Office,Fan,0.8558,35.760416666666664,86.0,21.403125,51.99270833333333,42,96,0.438
2025-11-04,Office,Lights,1.0332,43.04583333333333,89.3,21.353125000000002,51.637499999999996,52,96,0.542
2025-11-05,Bathroom,Heater,6.4106000000000005,267.10625,1839.6,23.844791666666666,71.72812499999999,15,96,0.156
2025-11-05,Bathroom,Lights,0.46849999999999997,19.533333333333335,47.7,23.728125000000002,73.11354166666666,43,96,0.448
2025-11-05,Bedroom,AC,18.6759,778.1625,1537.8,20.586458333333333,59.975,53,96,0.552
2025-11-05,Bedroom,Fan,0.6976,29.20104166666667,85.1,20.627083333333335,60.73020833333334,33,96,0.344
2025-11-05,Bedroom,Lights,0.5103,21.269791666666666,54.9,20.715625,61.015625,39,96,0.406
2025-11-05,Kitchen,Heater,14.4293,601.2218750000001,2290.2,25.889583333333334,65.14479166666666,28,96,0.292
2025-11-05,Kitchen,Lights,1.0983,45.744791666666664,82.8,25.58125,66.06666666666666,59,96,0.615
2025-11-05,Living Room,AC,11.6921,487.16875,1708.7,22.676041666666666,56.895833333333336,29,96,0.302
2025-11-05,Living Room,Fan,0.9773,40.80625,86.2,22.594791666666666,57.706250000000004,49,96,0.51
2025-11-05,Living Room,Lights,0.7411,30.880208333333332,68.6,22.704166666666666,58.21875,48,96,0.5
2025-11-05,Office,AC,11.603200000000001,483.48125,1788.2,22.62291666666667,51.89479166666666,27,96,0.281
2025-11-05,Office,Fan,0.9441999999999999,39.44375,85.7,22.546875,52.578125,46,96,0.479
2025-11-05,Office,Lights,1.0753,44.800000000000004,89.4,22.7375,53.153124999999996,54,96,0.562
2025-11-06,Bathroom,Heater,7.9942,333.0833333333333,1809.3,23.766666666666666,73.32916666666667,19,96,0.198
2025-11-06,Bathroom,Lights,0.4011,16.709374999999998,48.1,23.391666666666666,73.75,35,96,0.365
2025-11-06,Bedroom,AC,19.2209,800.8770833333333,1545.9,20.554166666666667,62.140625,55,96,0.573
2025-11-06,Bedroom,Fan,0.584,24.469791666666666,86.2,20.662499999999998,62.51979166666666,26,96,0.271
2025-11-06,Bedroom,Lights,0.3618,15.080208333333333,54.6,20.391666666666666,62.95416666666667,27,96,0.281
2025-11-06,Kitchen,Heater,13.7239,571.834375,2292.0,25.712500000000002,67.13020833333333,27,96,0.281
2025-11-06,Kitchen,Lights,0.9288,38.717708333333334,82.0,25.409375,67.47291666666666,50,96,0.521
2025-11-06,Living Room,AC,12.405100000000001,516.8895833333333,1717.1,22.506249999999998,59.28854166666667,31,96,0.323
2025-11-06,Living Room,Fan,0.7993,33.421875,84.2,22.568749999999998,59.78020833333333,40,96,0.417
2025-11-06,Living Room,Lights,0.6821,28.428124999999998,68.4,22.465625,59.57708333333333,44,96,0.458
2025-11-06,Office,AC,12.7325,530.5270833333333,1781.7,22.584374999999998,54.36666666666667,31,96,0.323
2025-11-06,Office,Fan,0.8243,34.469791666666666,85.8,22.609375,55.065625000000004,40,96,0.417
2025-11-06,Office,Lights,1.0745,44.77291666666667,89.6,22.42395833333333,54.583333333333336,54,96,0.562
2025-11-07,Bathroom,Heater,6.6488,277.04062500000003,1835.7,23.365624999999998,71.28854166666666,16,96,0.167
2025-11-07,Bathroom,Lights,0.5315,22.145833333333332,48.3,23.266666666666666,71.97604166666666,48,96,0.5
2025-11-07,Bedroom,AC,17.0627,710.9583333333334,1550.5,20.430208333333333,60.682291666666664,48,96,0.5
2025-11-07,Bedroom,Fan,0.6463,27.057291666666668,86.0,20.310416666666665,60.15729166666667,31,96,0.323
2025-11-07,Bedroom,Lights,0.3555,14.817708333333334,53.7,20.318749999999998,59.987500000000004,27,96,0.281
2025-11-07,Kitchen,Heater,17.8079,741.9916666666667,2291.4,25.211458333333336,64.125,34,96,0.354
2025-11-07,Kitchen,Lights,1.2249,51.03229166666667,82.7,25.280208333333334,65.28958333333334,67,96,0.698
2025-11-07,Living Room,AC,12.1041,504.340625,1715.3,22.367708333333336,57.56145833333333,30,96,0.312
2025-11-07,Living Room,Fan,0.8409,35.15,85.9,22.1875,57.32083333333333,42,96,0.438
2025-11-07,Living Room,Lights,0.6324,26.337500000000002,69.0,22.208333333333332,57.09270833333333,40,96,0.417
2025-11-07,Office,AC,11.5597,481.6635416666666,1804.3,22.26875,52.60208333333333,27,96,0.281
2025-11-07,Office,Fan,0.6694,28.025000000000002,83.2,22.309375,52.27291666666667,32,96,0.333
2025-11-07,Office,Lights,0.8913,37.123958333333334,89.1,22.18958333333333,52.50833333333333,45,96,0.469
2025-11-08,Bathroom,Heater,5.1747,215.615625,1771.8,23.360416666666666,72.49270833333334,13,96,0.135
2025-11-08,Bathroom,Lights,0.4555,18.983333333333334,48.2,23.150000000000002,72.41354166666666,41,96,0.427
2025-11-08,Bedroom,AC,16.6232,692.6270833333333,1546.3,20.416666666666668,60.31875,47,96,0.49
2025-11-08,Bedroom,Fan,0.4644,19.504166666666666,83.4,20.289583333333333,61.240625,20,96,0.208
2025-11-08,Bedroom,Lights,0.4276,17.818749999999998,55.0,20.082291666666666,61.375,33,96,0.344
2025-11-08,Kitchen,Heater,13.815199999999999,575.6291666666667,2297.7,25.27916666666667,65.42604166666666,27,96,0.281
2025-11-08,Kitchen,Lights,1.0906,45.43541666666667,81.1,25.160416666666666,66.15208333333334,60,96,0.625
2025-11-08,Living Room,AC,11.8322,493.0125,1694.2,22.4375,56.765625,30,96,0.312
2025-11-08,Living Room,Fan,0.8952,37.41354166666667,86.1,22.18541666666667,57.95729166666666,43,96,0.448
2025-11-08,Living Room,Lights,0.6226,25.943749999999998,68.8,22.171875,58.020833333333336,39,96,0.406
2025-11-08,Office,AC,8.8201,367.51145833333334,1804.4,22.45104166666667,51.92395833333333,20,96,0.208
2025-11-08,Office,Fan,0.8309,34.72708333333333,86.0,22.193749999999998,53.13854166666667,40,96,0.417
2025-11-08,Office,Lights,0.808,33.66041666666667,88.8,22.34583333333333,53.11770833333333,40,96,0.417
2025-11-09,Bathroom,Heater,8.567,356.9666666666667,1772.3,21.954166666666666,71.66145833333333,21,96,0.219
2025-11-09,Bathroom,Lights,0.5394,22.477083333333336,48.1,21.853125000000002,71.3125,49,96,0.51
2025-11-09,Bedroom,AC,16.248,677.0,1550.6,19.001041666666666,60.478125,46,96,0.479
2025-11-09,Bedroom,Fan,0.505,21.194791666666667,84.9,19.077083333333334,60.24270833333333,23,96,0.24
2025-11-09,Bedroom,Lights,0.4189,17.452083333333334,55.2,18.897916666666667,59.83020833333333,32,96,0.333
2025-11-09,Kitchen,Heater,15.3223,638.415625,2233.1,23.870833333333334,64.88333333333334,30,96,0.312
2025-11-09,Kitchen,Lights,0.9046,37.688541666666666,82.5,24.0125,64.43541666666667,50,96,0.521
2025-11-09,Living Room,AC,13.0479,543.6541666666667,1708.1,20.955208333333335,57.35208333333333,33,96,0.344
2025-11-09,Living Room,Fan,0.7111,29.756249999999998,85.9,21.079166666666666,57.05625,34,96,0.354
2025-11-09,Living Room,Lights,0.5988,24.947916666666668,68.9,20.970833333333335,56.871874999999996,37,96,0.385
2025-11-09,Office,AC,11.7906,491.2708333333333,1798.3,21.054166666666667,52.40208333333334,28,96,0.292
2025-11-09,Office,Fan,0.7914,33.08958333333333,85.7,21.045833333333334,52.00833333333333,38,96,0.396
2025-11-09,Office,Lights,0.9337,38.907291666666666,88.9,20.959374999999998,51.56354166666667,47,96,0.49
2025-11-10,Bathroom,Heater,6.8575,285.73333333333335,1834.8,24.006249999999998,71.859375,16,96,0.167
2025-11-10,Bathroom,Lights,0.4949,20.626041666666666,48.3,24.003125,72.51770833333333,44,96,0.458
2025-11-10,Bedroom,AC,18.7772,782.3697916666666,1538.2,20.984375,60.59166666666667,54,96,0.562
2025-11-10,Bedroom,Fan,0.5986,25.073958333333334,85.9,20.760416666666668,61.34479166666667,27,96,0.281
2025-11-10,Bedroom,Lights,0.3364,14.015625,55.0,20.952083333333334,60.885416666666664,25,96,0.26
2025-11-10,Kitchen,Heater,12.9766,540.6895833333333,2279.4,25.95,64.653125,26,96,0.271
2025-11-10,Kitchen,Lights,0.9518,39.643750000000004,82.7,26.05,65.50416666666666,52,96,0.542
2025-11-10,Living Room,AC,10.7117,446.31666666666666,1717.9,22.931250000000002,57.50833333333333,26,96,0.271
2025-11-10,Living Room,Fan,0.8116,33.942708333333336,86.1,22.83020833333333,58.00833333333333,40,96,0.417
2025-11-10,Living Room,Lights,0.6218,25.912499999999998,68.9,23.071875000000002,57.60833333333333,40,96,0.417
2025-11-10,Office,AC,13.0561,544.0104166666666,1801.3,23.038541666666664,52.45208333333333,31,96,0.323
2025-11-10,Office,Fan,1.0191,42.55104166666667,86.2,22.930208333333336,53.271875,51,96,0.531
2025-11-10,Office,Lights,0.8907,37.09166666666667,89.4,23.042708333333334,52.696875,44,96,0.458
2025-11-11,Bathroom,Heater,6.4779,269.90625,1809.2,23.25,74.00625000000001,16,96,0.167
2025-11-11,Bathroom,Lights,0.4969,20.702083333333334,48.2,23.153125,72.49374999999999,46,96,0.479
2025-11-11,Bedroom,AC,17.2065,716.9520833333332,1544.5,19.977083333333333,61.98645833333333,49,96,0.51
2025-11-11,Bedroom,Fan,0.6501,27.227083333333336,85.1,20.238541666666666,61.731249999999996,31,96,0.323
2025-11-11,Bedroom,Lights,0.426,17.760416666666668,54.9,20.227083333333333,60.890625,33,96,0.344
2025-11-11,Kitchen,Heater,13.3913,557.9656249999999,2251.6,25.23125,67.2,27,96,0.281
2025-11-11,Kitchen,Lights,0.9096,37.893750000000004,82.7,25.21875,66.12291666666667,49,96,0.51
2025-11-11,Living Room,AC,10.5642,440.1770833333333,1705.1,22.003125,59.012499999999996,26,96,0.271
2025-11-11,Living Room,Fan,0.7519,31.461458333333336,85.9,22.1875,58.760416666666664,37,96,0.385
2025-11-11,Living Room,Lights,0.7362,30.67395833333333,68.8,22.258333333333336,58.046875,48,96,0.5
2025-11-11,Office,AC,10.4222,434.24895833333335,1797.4,21.971875,53.975,24,96,0.25
2025-11-11,Office,Fan,0.7763,32.456250000000004,85.9,22.34166666666667,53.625,38,96,0.396
2025-11-11,Office,Lights,1.0024,41.755208333333336,88.6,22.222916666666666,53.13229166666667,50,96,0.521
2025-11-12,Bathroom,Heater,7.0699,294.578125,1803.4,23.304166666666664,73.82916666666667,17,96,0.177
2025-11-12,Bathroom,Lights,0.4561,19.006249999999998,47.1,23.39375,73.69583333333334,42,96,0.438
2025-11-12,Bedroom,AC,12.721,530.0375,1544.9,20.364583333333332,61.57604166666667,36,96,0.375
2025-11-12,Bedroom,Fan,0.6895,28.875,85.7,20.448958333333334,61.65416666666667,32,96,0.333
2025-11-12,Bedroom,Lights,0.41659999999999997,17.355208333333334,55.0,20.409375,61.90833333333333,32,96,0.333
