timestamp,room,device,power_watts,temperature,humidity,is_device_on
2025-10-24 20:00:00,Kitchen,Heater,10,15.6,47.0,0
2025-10-24 20:00:00,Office,AC,50,13.7,43.3,0
2025-10-24 20:00:00,Office,Fan,78.4,13.5,44.9,1
2025-10-24 20:00:00,Office,Lights,72.3,13.0,38.5,1
2025-10-24 20:00:00,Bathroom,Lights,2,13.6,57.7,0
2025-10-24 20:00:00,Bathroom,Heater,10,13.8,57.8,0
2025-10-24 20:15:00,Living Room,AC,1568.0,31.0,61.6,1
2025-10-24 20:15:00,Living Room,Fan,80.0,29.4,50.3,1
2025-10-24 20:15:00,Living Room,Lights,55.9,31.1,56.0,1
2025-10-24 20:15:00,Bedroom,AC,50,28.3,63.5,0
2025-10-24 20:15:00,Bedroom,Fan,5,26.8,56.8,0
2025-10-24 20:15:00,Bedroom,Lights,48.6,28.3,60.4,1
2025-10-24 20:15:00,Kitchen,Lights,66.9,34.1,67.1,1
2025-10-24 20:15:00,Kitchen,Heater,1889.2,32.2,65.7,1
2025-10-24 20:15:00,Office,AC,50,30.4,55.7,0
2025-10-24 20:15:00,Office,Fan,79.2,28.1,47.7,1
2025-10-24 20:15:00,Office,Lights,80.3,29.8,53.0,1
2025-10-24 20:15:00,Bathroom,Lights,48.1,30.5,72.3,1
2025-10-24 20:15:00,Bathroom,Heater,10,29.8,72.7,0
2025-10-24 20:30:00,Living Room,AC,50,12.4,32.8,0
2025-10-24 20:30:00,Living Room,Fan,5,11.8,34.2,0
2025-10-24 20:30:00,Living Room,Lights,60.8,11.5,37.4,1
2025-10-24 20:30:00,Bedroom,AC,50,11.6,35.8,0
2025-10-24 20:30:00,Bedroom,Fan,5,9.3,34.8,0
2025-10-24 20:30:00,Bedroom,Lights,48.3,10.7,41.2,1
2025-10-24 20:30:00,Kitchen,Lights,72.9,14.6,45.9,1
2025-10-24 20:30:00,Kitchen,Heater,10,13.8,35.3,0
2025-10-24 20:30:00,Office,AC,50,13.0,29.0,0
2025-10-24 20:30:00,Office,Fan,5,12.8,26.6,0
2025-10-24 20:30:00,Office,Lights,70.9,12.9,33.9,1
2025-10-24 20:30:00,Bathroom,Lights,39.3,13.8,57.8,1
2025-10-24 20:30:00,Bathroom,Heater,1839.5,11.5,43.4,1
2025-10-24 20:45:00,Living Room,AC,1431.2,34.7,77.2,1
2025-10-24 20:45:00,Living Room,Fan,83.5,35.8,76.3,1
2025-10-24 20:45:00,Living Room,Lights,65.5,34.8,75.4,1
2025-10-24 20:45:00,Bedroom,AC,1287.4,33.7,84.3,1
2025-10-24 20:45:00,Bedroom,Fan,5,33.4,81.2,0
2025-10-24 20:45:00,Bedroom,Lights,46.2,31.9,80.6,1
2025-10-24 20:45:00,Kitchen,Lights,65.3,38.3,81.6,1
2025-10-24 20:45:00,Kitchen,Heater,10,37.8,89.0,0
2025-10-24 20:45:00,Office,AC,1565.1,34.6,71.8,1
2025-10-24 20:45:00,Office,Fan,5,36.1,74.8,0
2025-10-24 20:45:00,Office,Lights,86.8,34.9,72.3,1
2025-10-24 20:45:00,Bathroom,Lights,45.7,35.6,90.1,1
2025-10-24 20:45:00,Bathroom,Heater,1568.0,37.3,93.1,1
2025-10-24 21:00:00,Living Room,AC,50,18.0,45.0,0
2025-10-24 21:00:00,Living Room,Fan,5,14.8,51.0,0
2025-10-24 21:00:00,Living Room,Lights,2,17.4,38.0,0
2025-10-24 21:00:00,Bedroom,AC,50,15.4,50.5,0
2025-10-24 21:00:00,Bedroom,Fan,5,14.5,52.7,0
2025-10-24 21:00:00,Bedroom,Lights,2,16.5,46.2,0
2025-10-24 21:00:00,Kitchen,Lights,75.8,20.4,47.9,1
2025-10-24 21:00:00,Kitchen,Heater,2142.9,18.6,65.2,1
2025-10-24 21:00:00,Office,AC,50,18.7,43.5,0
2025-10-24 21:00:00,Office,Fan,5,15.7,44.8,0
2025-10-24 21:00:00,Office,Lights,71.3,18.7,38.5,1
2025-10-24 21:00:00,Bathroom,Lights,45.7,19.3,58.4,1
2025-10-24 21:00:00,Bathroom,Heater,1493.0,16.4,69.8,1
2025-10-24 21:15:00,Living Room,AC,1560.3,28.6,83.8,1
2025-10-24 21:15:00,Living Room,Fan,73.1,29.0,86.3,1
2025-10-24 21:15:00,Living Room,Lights,2,29.4,72.4,0
2025-10-24 21:15:00,Bedroom,AC,1222.6,25.7,83.3,1
2025-10-24 21:15:00,Bedroom,Fan,65.4,26.8,88.4,1
2025-10-24 21:15:00,Bedroom,Lights,53.0,26.4,74.9,1
2025-10-24 21:15:00,Kitchen,Lights,78.5,31.8,80.5,1
2025-10-24 21:15:00,Kitchen,Heater,2224.2,29.7,84.7,1
2025-10-24 21:15:00,Office,AC,1510.8,28.2,73.5,1
2025-10-24 21:15:00,Office,Fan,67.3,28.3,82.7,1
2025-10-24 21:15:00,Office,Lights,2,28.2,72.0,0
2025-10-24 21:15:00,Bathroom,Lights,40.4,30.7,88.9,1
2025-10-24 21:15:00,Bathroom,Heater,1717.8,28.1,91.1,1
2025-10-24 21:30:00,Living Room,AC,1436.3,27.3,68.4,1
2025-10-24 21:30:00,Living Room,Fan,5,28.0,62.5,0
2025-10-24 21:30:00,Living Room,Lights,51.9,27.1,58.8,1
2025-10-24 21:30:00,Bedroom,AC,1238.2,25.5,70.8,1
2025-10-24 21:30:00,Bedroom,Fan,65.5,27.2,67.2,1
2025-10-24 21:30:00,Bedroom,Lights,2,24.8,66.7,0
2025-10-24 21:30:00,Kitchen,Lights,73.2,30.8,70.0,1
2025-10-24 21:30:00,Kitchen,Heater,1754.3,33.0,68.3,1
2025-10-24 21:30:00,Office,AC,50,27.3,63.9,0
2025-10-24 21:30:00,Office,Fan,5,28.0,56.3,0
2025-10-24 21:30:00,Office,Lights,2,27.5,58.4,0
2025-10-24 21:30:00,Bathroom,Lights,39.7,27.8,78.7,1
2025-10-24 21:30:00,Bathroom,Heater,10,31.3,78.5,0
2025-10-24 21:45:00,Living Room,AC,50,26.0,55.3,0
2025-10-24 21:45:00,Living Room,Fan,66.1,30.5,55.7,1
2025-10-24 21:45:00,Living Room,Lights,63.4,29.0,48.6,1
2025-10-24 21:45:00,Bedroom,AC,50,25.6,56.7,0
2025-10-24 21:45:00,Bedroom,Fan,5,27.4,57.1,0
2025-10-24 21:45:00,Bedroom,Lights,54.4,26.3,50.9,1
2025-10-24 21:45:00,Kitchen,Lights,66.7,31.8,57.3,1
2025-10-24 21:45:00,Kitchen,Heater,2134.9,32.1,54.1,1
2025-10-24 21:45:00,Office,AC,50,27.8,49.3,0
2025-10-24 21:45:00,Office,Fan,5,29.7,49.0,0
2025-10-24 21:45:00,Office,Lights,72.0,28.8,43.3,1
2025-10-24 21:45:00,Bathroom,Lights,36.0,30.8,63.4,1
2025-10-24 21:45:00,Bathroom,Heater,10,30.5,65.3,0
2025-10-24 22:00:00,Living Room,AC,50,22.5,69.6,0
2025-10-24 22:00:00,Living Room,Fan,81.5,23.0,63.7,1
2025-10-24 22:00:00,Living Room,Lights,59.1,23.1,60.1,1
2025-10-24 22:00:00,Bedroom,AC,1263.2,21.1,68.0,1
2025-10-24 22:00:00,Bedroom,Fan,83.9,22.4,63.5,1
2025-10-24 22:00:00,Bedroom,Lights,2,21.7,63.4,0
2025-10-24 22:00:00,Kitchen,Lights,2,27.4,72.1,0
2025-10-24 22:00:00,Kitchen,Heater,10,24.8,77.0,0
2025-10-24 22:00:00,Office,AC,50,23.4,61.8,0
2025-10-24 22:00:00,Office,Fan,72.1,23.9,59.6,1
2025-10-24 22:00:00,Office,Lights,85.5,24.1,59.8,1
2025-10-24 22:00:00,Bathroom,Lights,43.0,23.4,76.3,1
2025-10-24 22:00:00,Bathroom,Heater,10,23.3,86.6,0
2025-10-24 22:15:00,Living Room,AC,1570.8,32.1,79.2,1
2025-10-24 22:15:00,Living Room,Fan,5,31.1,85.8,0
2025-10-24 22:15:00,Living Room,Lights,58.2,32.1,83.4,1
2025-10-24 22:15:00,Bedroom,AC,1402.9,31.4,83.0,1
2025-10-24 22:15:00,Bedroom,Fan,79.1,30.7,84.9,1
2025-10-24 22:15:00,Bedroom,Lights,2,30.4,88.5,0
2025-10-24 22:15:00,Kitchen,Lights,71.4,34.7,93.8,1
2025-10-24 22:15:00,Kitchen,Heater,10,36.7,82.2,0
2025-10-24 22:15:00,Office,AC,50,32.9,73.4,0
2025-10-24 22:15:00,Office,Fan,71.1,31.5,78.6,1
2025-10-24 22:15:00,Office,Lights,82.1,32.1,79.3,1
2025-10-24 22:15:00,Bathroom,Lights,2,34.2,95,0
2025-10-24 22:15:00,Bathroom,Heater,10,35.5,84.3,0
2025-10-24 22:30:00,Living Room,AC,50,28.0,78.5,0
2025-10-24 22:30:00,Living Room,Fan,5,28.8,89.5,0
2025-10-24 22:30:00,Living Room,Lights,2,29.5,84.1,0
2025-10-24 22:30:00,Bedroom,AC,50,26.4,79.0,0
2025-10-24 22:30:00,Bedroom,Fan,5,27.2,92.2,0
2025-10-24 22:30:00,Bedroom,Lights,2,26.5,89.1,0
2025-10-24 22:30:00,Kitchen,Lights,2,32.4,92.8,0
2025-10-24 22:30:00,Kitchen,Heater,10,33.2,88.1,0
2025-10-24 22:30:00,Office,AC,50,27.7,72.2,0
2025-10-24 22:30:00,Office,Fan,5,29.2,83.6,0
2025-10-24 22:30:00,Office,Lights,2,28.9,79.0,0
2025-10-24 22:30:00,Bathroom,Lights,2,29.6,95,0
2025-10-24 22:30:00,Bathroom,Heater,10,31.5,95,0
2025-10-24 22:45:00,Living Room,AC,50,21.4,56.4,0
2025-10-24 22:45:00,Living Room,Fan,5,19.2,56.4,0
2025-10-24 22:45:00,Living Room,Lights,64.5,21.8,54.6,1
2025-10-24 22:45:00,Bedroom,AC,50,18.4,59.4,0
2025-10-24 22:45:00,Bedroom,Fan,5,16.8,58.7,0
2025-10-24 22:45:00,Bedroom,Lights,52.5,19.6,59.1,1
2025-10-24 22:45:00,Kitchen,Lights,65.5,23.7,64.3,1
2025-10-24 22:45:00,Kitchen,Heater,10,25.0,60.0,0
2025-10-24 22:45:00,Office,AC,50,20.9,52.8,0
2025-10-24 22:45:00,Office,Fan,5,19.7,47.3,0
2025-10-24 22:45:00,Office,Lights,2,20.7,49.6,0
2025-10-24 22:45:00,Bathroom,Lights,40.4,22.2,73.0,1
2025-10-24 22:45:00,Bathroom,Heater,10,22.2,66.0,0
2025-10-24 23:00:00,Living Room,AC,50,9.2,58.4,0
2025-10-24 23:00:00,Living Room,Fan,5,10.6,53.0,0
2025-10-24 23:00:00,Living Room,Lights,57.2,12.1,51.1,1
2025-10-24 23:00:00,Bedroom,AC,50,8.1,59.0,0
2025-10-24 23:00:00,Bedroom,Fan,5,7.3,60.3,0
2025-10-24 23:00:00,Bedroom,Lights,2,9.8,55.0,0
2025-10-24 23:00:00,Kitchen,Lights,74.4,15.2,62.5,1
2025-10-24 23:00:00,Kitchen,Heater,10,16.4,68.3,0
2025-10-24 23:00:00,Office,AC,50,10.7,50.3,0
2025-10-24 23:00:00,Office,Fan,5,9.8,50.7,0
2025-10-24 23:00:00,Office,Lights,89.6,12.8,47.4,1
2025-10-24 23:00:00,Bathroom,Lights,37.5,12.6,68.8,1
2025-10-24 23:00:00,Bathroom,Heater,10,14.2,77.5,0
2025-10-24 23:15:00,Living Room,AC,50,16.7,55.2,0
2025-10-24 23:15:00,Living Room,Fan,5,17.7,51.0,0
2025-10-24 23:15:00,Living Room,Lights,64.7,17.2,53.3,1
2025-10-24 23:15:00,Bedroom,AC,1524.4,14.9,58.3,1
2025-10-24 23:15:00,Bedroom,Fan,5,15.5,56.7,0
2025-10-24 23:15:00,Bedroom,Lights,50.2,15.2,54.9,1
2025-10-24 23:15:00,Kitchen,Lights,80.6,19.6,61.5,1
2025-10-24 23:15:00,Kitchen,Heater,10,19.2,53.9,0
2025-10-24 23:15:00,Office,AC,50,17.4,52.0,0
2025-10-24 23:15:00,Office,Fan,5,17.6,47.7,0
2025-10-24 23:15:00,Office,Lights,2,17.9,49.8,0
2025-10-24 23:15:00,Bathroom,Lights,47.2,19.0,66.2,1
2025-10-24 23:15:00,Bathroom,Heater,10,17.8,62.2,0
2025-10-24 23:30:00,Living Room,AC,1474.0,15.6,46.3,1
2025-10-24 23:30:00,Living Room,Fan,82.1,14.6,39.4,1
2025-10-24 23:30:00,Living Room,Lights,58.5,15.3,46.7,1
2025-10-24 23:30:00,Bedroom,AC,1283.0,14.2,52.7,1
2025-10-24 23:30:00,Bedroom,Fan,5,12.8,41.6,0
2025-10-24 23:30:00,Bedroom,Lights,2,12.4,49.5,0
2025-10-24 23:30:00,Kitchen,Lights,76.7,17.8,56.5,1
2025-10-24 23:30:00,Kitchen,Heater,10,17.7,57.4,0
2025-10-24 23:30:00,Office,AC,50,15.1,43.0,0
2025-10-24 23:30:00,Office,Fan,5,14.8,36.4,0
2025-10-24 23:30:00,Office,Lights,2,15.4,45.6,0
2025-10-24 23:30:00,Bathroom,Lights,37.0,15.0,61.6,1
2025-10-24 23:30:00,Bathroom,Heater,10,14.4,64.7,0
2025-10-24 23:45:00,Living Room,AC,50,26.6,80.7,0
2025-10-24 23:45:00,Living Room,Fan,5,26.8,76.4,0
2025-10-24 23:45:00,Living Room,Lights,55.4,26.9,69.7,1
2025-10-24 23:45:00,Bedroom,AC,1514.8,25.7,82.5,1
2025-10-24 23:45:00,Bedroom,Fan,5,24.9,77.2,0
2025-10-24 23:45:00,Bedroom,Lights,2,25.2,72.8,0
2025-10-24 23:45:00,Kitchen,Lights,73.0,31.0,78.9,1
2025-10-24 23:45:00,Kitchen,Heater,10,32.0,85.1,0
2025-10-24 23:45:00,Office,AC,50,27.3,72.5,0
2025-10-24 23:45:00,Office,Fan,5,26.8,72.7,0
2025-10-24 23:45:00,Office,Lights,2,28.5,67.0,0
2025-10-24 23:45:00,Bathroom,Lights,2,28.6,87.7,0
2025-10-24 23:45:00,Bathroom,Heater,10,30.2,91.0,0
2025-10-25 00:00:00,Living Room,AC,50,15.3,46.8,0
2025-10-25 00:00:00,Living Room,Fan,5,15.0,61.0,0
2025-10-25 00:00:00,Living Room,Lights,57.8,16.5,49.0,1
2025-10-25 00:00:00,Bedroom,AC,50,14.2,48.5,0
2025-10-25 00:00:00,Bedroom,Fan,5,13.6,59.1,0
2025-10-25 00:00:00,Bedroom,Lights,2,13.9,52.5,0
2025-10-25 00:00:00,Kitchen,Lights,76.7,20.7,53.4,1
2025-10-25 00:00:00,Kitchen,Heater,10,18.2,65.5,0
2025-10-25 00:00:00,Office,AC,50,14.4,39.8,0
2025-10-25 00:00:00,Office,Fan,5,14.5,52.5,0
2025-10-25 00:00:00,Office,Lights,2,17.0,43.5,0
2025-10-25 00:00:00,Bathroom,Lights,45.8,17.3,63.2,1
2025-10-25 00:00:00,Bathroom,Heater,10,15.3,71.3,0
2025-10-25 00:15:00,Living Room,AC,1623.8,31.9,76.6,1
2025-10-25 00:15:00,Living Room,Fan,5,31.5,75.3,0
2025-10-25 00:15:00,Living Room,Lights,2,31.0,71.5,0
2025-10-25 00:15:00,Bedroom,AC,1271.6,28.2,77.8,1
2025-10-25 00:15:00,Bedroom,Fan,77.1,28.7,79.5,1
2025-10-25 00:15:00,Bedroom,Lights,2,29.2,74.3,0
2025-10-25 00:15:00,Kitchen,Lights,2,34.7,77.3,0
2025-10-25 00:15:00,Kitchen,Heater,10,34.1,74.8,0
2025-10-25 00:15:00,Office,AC,1496.1,31.8,69.8,1
2025-10-25 00:15:00,Office,Fan,5,31.4,71.7,0
2025-10-25 00:15:00,Office,Lights,2,32.2,63.5,0
2025-10-25 00:15:00,Bathroom,Lights,2,33.4,87.9,0
2025-10-25 00:15:00,Bathroom,Heater,10,31.1,83.5,0
2025-10-25 00:30:00,Living Room,AC,50,23.0,47.0,0
2025-10-25 00:30:00,Living Room,Fan,5,22.0,52.4,0
2025-10-25 00:30:00,Living Room,Lights,2,23.8,48.0,0
2025-10-25 00:30:00,Bedroom,AC,50,20.8,53.2,0
2025-10-25 00:30:00,Bedroom,Fan,5,21.6,56.6,0
2025-10-25 00:30:00,Bedroom,Lights,41.4,21.0,50.0,1
2025-10-25 00:30:00,Kitchen,Lights,79.1,27.2,53.2,1
2025-10-25 00:30:00,Kitchen,Heater,10,26.3,49.9,0
2025-10-25 00:30:00,Office,AC,50,21.9,47.5,0
2025-10-25 00:30:00,Office,Fan,5,23.1,47.6,0
2025-10-25 00:30:00,Office,Lights,2,24.6,43.6,0
2025-10-25 00:30:00,Bathroom,Lights,41.2,24.9,61.5,1
2025-10-25 00:30:00,Bathroom,Heater,10,24.8,55.4,0
2025-10-25 00:45:00,Living Room,AC,1360.8,29.7,55.8,1
2025-10-25 00:45:00,Living Room,Fan,5,30.4,49.2,0
2025-10-25 00:45:00,Living Room,Lights,2,29.3,50.9,0
2025-10-25 00:45:00,Bedroom,AC,1297.7,29.0,55.7,1
2025-10-25 00:45:00,Bedroom,Fan,5,29.6,52.7,0
2025-10-25 00:45:00,Bedroom,Lights,2,27.7,53.6,0
2025-10-25 00:45:00,Kitchen,Lights,2,31.7,56.8,0
2025-10-25 00:45:00,Kitchen,Heater,10,34.8,51.8,0
2025-10-25 00:45:00,Office,AC,50,30.6,50.1,0
2025-10-25 00:45:00,Office,Fan,5,31.3,41.4,0
2025-10-25 00:45:00,Office,Lights,2,29.9,42.4,0
2025-10-25 00:45:00,Bathroom,Lights,2,29.8,63.9,0
2025-10-25 00:45:00,Bathroom,Heater,10,32.4,62.0,0
2025-10-25 01:00:00,Living Room,AC,50,22.5,43.5,0
2025-10-25 01:00:00,Living Room,Fan,85.7,23.2,39.7,1
2025-10-25 01:00:00,Living Room,Lights,2,22.0,42.9,0
2025-10-25 01:00:00,Bedroom,AC,50,20.7,45.8,0
2025-10-25 01:00:00,Bedroom,Fan,5,22.0,43.7,0
2025-10-25 01:00:00,Bedroom,Lights,2,19.8,45.1,0
2025-10-25 01:00:00,Kitchen,Lights,75.4,25.6,50.6,1
2025-10-25 01:00:00,Kitchen,Heater,10,25.4,55.0,0
2025-10-25 01:00:00,Office,AC,50,21.8,36.9,0
2025-10-25 01:00:00,Office,Fan,5,22.8,37.1,0
2025-10-25 01:00:00,Office,Lights,74.5,23.5,39.8,1
2025-10-25 01:00:00,Bathroom,Lights,47.1,23.1,55.2,1
2025-10-25 01:00:00,Bathroom,Heater,10,24.2,62.3,0
2025-10-25 01:15:00,Living Room,AC,50,10.1,58.1,0
2025-10-25 01:15:00,Living Room,Fan,84.3,10.6,51.3,1
2025-10-25 01:15:00,Living Room,Lights,59.5,8.8,53.6,1
2025-10-25 01:15:00,Bedroom,AC,1403.5,8.2,56.7,1
2025-10-25 01:15:00,Bedroom,Fan,5,9.2,53.4,0
2025-10-25 01:15:00,Bedroom,Lights,45.1,7.5,58.4,1
2025-10-25 01:15:00,Kitchen,Lights,79.0,13.5,65.1,1
2025-10-25 01:15:00,Kitchen,Heater,10,12.2,60.4,0
2025-10-25 01:15:00,Office,AC,50,9.7,53.0,0
2025-10-25 01:15:00,Office,Fan,5,11.6,46.3,0
2025-10-25 01:15:00,Office,Lights,89.5,10.2,50.2,1
2025-10-25 01:15:00,Bathroom,Lights,36.9,10.1,68.3,1
2025-10-25 01:15:00,Bathroom,Heater,10,11.4,63.4,0
2025-10-25 01:30:00,Living Room,AC,50,11.5,46.0,0
2025-10-25 01:30:00,Living Room,Fan,5,14.5,46.9,0
2025-10-25 01:30:00,Living Room,Lights,53.7,13.9,44.8,1
2025-10-25 01:30:00,Bedroom,AC,1462.4,11.0,45.7,1
2025-10-25 01:30:00,Bedroom,Fan,79.8,11.0,46.5,1
2025-10-25 01:30:00,Bedroom,Lights,2,10.3,48.3,0
2025-10-25 01:30:00,Kitchen,Lights,69.5,15.3,58.7,1
2025-10-25 01:30:00,Kitchen,Heater,10,14.6,50.6,0
2025-10-25 01:30:00,Office,AC,50,12.0,42.3,0
2025-10-25 01:30:00,Office,Fan,5,14.0,42.0,0
2025-10-25 01:30:00,Office,Lights,85.4,13.5,44.9,1
2025-10-25 01:30:00,Bathroom,Lights,45.4,13.3,65.5,1
2025-10-25 01:30:00,Bathroom,Heater,10,12.8,58.6,0
2025-10-25 01:45:00,Living Room,AC,1374.6,35.9,72.3,1
2025-10-25 01:45:00,Living Room,Fan,5,34.6,79.8,0
2025-10-25 01:45:00,Living Room,Lights,60.4,33.4,78.9,1
2025-10-25 01:45:00,Bedroom,AC,1405.3,32.6,77.5,1
2025-10-25 01:45:00,Bedroom,Fan,5,31.3,83.7,0
2025-10-25 01:45:00,Bedroom,Lights,2,31.1,80.7,0
2025-10-25 01:45:00,Kitchen,Lights,78.8,36.2,86.1,1
2025-10-25 01:45:00,Kitchen,Heater,10,37.4,83.3,0
2025-10-25 01:45:00,Office,AC,1409.2,36.0,66.2,1
2025-10-25 01:45:00,Office,Fan,5,34.7,76.1,0
2025-10-25 01:45:00,Office,Lights,87.1,32.8,70.8,1
2025-10-25 01:45:00,Bathroom,Lights,37.8,35.0,93.4,1
2025-10-25 01:45:00,Bathroom,Heater,10,35.2,88.2,0
2025-10-25 02:00:00,Living Room,AC,1587.2,30.9,68.4,1
2025-10-25 02:00:00,Living Room,Fan,75.3,31.1,79.6,1
2025-10-25 02:00:00,Living Room,Lights,53.7,28.8,77.8,1
2025-10-25 02:00:00,Bedroom,AC,1306.0,29.3,71.1,1
2025-10-25 02:00:00,Bedroom,Fan,5,30.1,84.8,0
2025-10-25 02:00:00,Bedroom,Lights,2,27.0,80.2,0
2025-10-25 02:00:00,Kitchen,Lights,2,31.2,86.1,0
2025-10-25 02:00:00,Kitchen,Heater,10,33.0,87.6,0
2025-10-25 02:00:00,Office,AC,50,30.9,64.9,0
2025-10-25 02:00:00,Office,Fan,5,30.9,76.9,0
2025-10-25 02:00:00,Office,Lights,2,29.5,70.5,0
2025-10-25 02:00:00,Bathroom,Lights,39.8,29.8,91.1,1
2025-10-25 02:00:00,Bathroom,Heater,10,30.5,93.4,0
2025-10-25 02:15:00,Living Room,AC,1489.4,35.1,66.2,1
2025-10-25 02:15:00,Living Room,Fan,81.4,36.4,69.3,1
2025-10-25 02:15:00,Living Room,Lights,52.7,38.1,78.8,1
2025-10-25 02:15:00,Bedroom,AC,1527.7,34.3,73.3,1
2025-10-25 02:15:00,Bedroom,Fan,5,34.8,71.6,0
2025-10-25 02:15:00,Bedroom,Lights,2,36.4,78.7,0
2025-10-25 02:15:00,Kitchen,Lights,61.4,39.9,83.2,1
2025-10-25 02:15:00,Kitchen,Heater,10,38.6,79.9,0
2025-10-25 02:15:00,Office,AC,1585.0,36.3,61.6,1
2025-10-25 02:15:00,Office,Fan,5,37.2,68.3,0
2025-10-25 02:15:00,Office,Lights,2,37.8,75.3,0
2025-10-25 02:15:00,Bathroom,Lights,40.1,37.6,94.0,1
2025-10-25 02:15:00,Bathroom,Heater,10,37.1,85.9,0
2025-10-25 02:30:00,Living Room,AC,1335.4,24.1,79.4,1
2025-10-25 02:30:00,Living Room,Fan,5,22.0,75.3,0
2025-10-25 02:30:00,Living Room,Lights,2,22.8,70.9,0
2025-10-25 02:30:00,Bedroom,AC,1214.1,22.1,79.6,1
2025-10-25 02:30:00,Bedroom,Fan,5,20.2,78.3,0
2025-10-25 02:30:00,Bedroom,Lights,2,20.4,75.3,0
2025-10-25 02:30:00,Kitchen,Lights,2,25.0,78.8,0
2025-10-25 02:30:00,Kitchen,Heater,10,24.5,87.3,0
2025-10-25 02:30:00,Office,AC,50,24.4,70.2,0
2025-10-25 02:30:00,Office,Fan,5,22.6,70.3,0
